customer,st,gender,education,customer_lifetime_value,income,monthly_premium_auto,number_of_open_complaints,policy_type,vehicle_class,total_claim_amount,state
VK53354,Oregon,M,Bachelor,27945.89465,0.0,95.0,0,Special Auto,Two-Door Car,684.0,Washington
OI77877,Oregon,M,High School or Below,7498.290823,31134.0,96.0,0,Personal Auto,Four-Door Car,666.5271,Oregon
EH13261,Oregon,M,Master,2637.148672,50512.0,67.0,0,Personal Auto,Four-Door Car,351.403677,California
GW14698,Oregon,F,College,4882.493829,80604.0,61.0,0,Corporate Auto,Four-Door Car,255.982609,Arizona
PO56357,Oregon,F,High School or Below,5363.528173,64604.0,67.0,1,Personal Auto,Four-Door Car,272.445607,California
IC47914,Oregon,M,College,3548.397966,0.0,103.0,0,Corporate Auto,Four-Door Car,741.6,California
IK12576,Oregon,F,Bachelor,4233.56878,95647.0,106.0,0,Personal Auto,Two-Door Car,508.8,Oregon
NC68853,Oregon,M,High School or Below,11293.98192,0.0,104.0,0,Personal Auto,SUV,499.2,Oregon
TG40558,Oregon,M,High School or Below,7258.992716,60969.0,61.0,0,Corporate Auto,Four-Door Car,146.119178,Oregon
NB40107,Oregon,M,High School or Below,2695.455483,0.0,76.0,0,Corporate Auto,Four-Door Car,547.2,Arizona
XD86462,Oregon,M,College,6063.19979,20676.0,79.0,0,Personal Auto,Four-Door Car,379.2,Oregon
HA45220,Oregon,F,High School or Below,5258.251562,37874.0,65.0,0,Corporate Auto,Four-Door Car,41.016038,California
OT24208,Oregon,M,Bachelor,12390.47778,14382.0,66.0,0,Personal Auto,Four-Door Car,316.8,California
LM93586,Oregon,M,High School or Below,3677.784051,32314.0,92.0,0,Personal Auto,Four-Door Car,662.4,Arizona
CA70404,Oregon,M,High School or Below,6104.849081,62455.0,77.0,1,Personal Auto,Two-Door Car,338.144854,California
UY94269,Oregon,F,Master,2991.423685,35605.0,74.0,0,Personal Auto,Two-Door Car,355.2,Oregon
FM59265,Oregon,F,Bachelor,8034.520139,0.0,103.0,0,Personal Auto,SUV,741.6,Washington
TZ51184,Oregon,M,College,9778.984109,0.0,137.0,0,Corporate Auto,SUV,986.4,Arizona
BZ85280,Oregon,M,College,7284.262288,10334.0,64.0,0,Personal Auto,Four-Door Car,296.962938,Oregon
BL93527,Oregon,M,High School or Below,2728.03759,44025.0,69.0,0,Personal Auto,Two-Door Car,331.2,Arizona
FL77069,Oregon,F,Bachelor,7519.029686,32397.0,190.0,0,Corporate Auto,Luxury SUV,334.626758,California
HX31231,Oregon,F,Bachelor,8183.592208,24345.0,106.0,0,Corporate Auto,Four-Door Car,637.695945,Arizona
OO11998,Oregon,M,Master,4583.748377,94804.0,115.0,4,Personal Auto,SUV,764.592151,Oregon
CW12066,Oregon,F,College,11638.89947,25370.0,102.0,0,Corporate Auto,Sports Car,489.6,Oregon
GD17919,Oregon,F,College,14455.86021,0.0,78.0,0,Special Auto,Four-Door Car,561.6,Arizona
HA40978,Oregon,M,College,8478.278069,53234.0,109.0,0,Personal Auto,Four-Door Car,1212.988796,California
DO80363,Oregon,M,High School or Below,3923.265453,0.0,108.0,0,Personal Auto,Four-Door Car,912.581597,Arizona
UH79890,Oregon,M,High School or Below,5201.707743,0.0,70.0,0,Personal Auto,Four-Door Car,336.0,Oregon
HA82735,Oregon,F,Bachelor,3857.947176,0.0,121.0,2,Personal Auto,SUV,1032.204305,Arizona
DQ71306,Oregon,M,High School or Below,3649.658983,19013.0,95.0,0,Corporate Auto,Four-Door Car,456.0,Oregon
GN64199,Oregon,F,Doctor,2652.289648,0.0,73.0,0,Personal Auto,Four-Door Car,490.690995,Oregon
OU78642,Oregon,F,Master,7583.56435,81568.0,186.0,0,Personal Auto,Luxury SUV,737.442295,Arizona
PR59105,Oregon,F,High School or Below,8535.108303,53223.0,72.0,0,Personal Auto,Four-Door Car,299.788806,Oregon
TM94572,Oregon,M,Bachelor,4152.652599,0.0,123.0,0,Personal Auto,SUV,885.6,Arizona
AP63665,Oregon,F,Bachelor,7166.343469,59253.0,89.0,0,Personal Auto,Four-Door Car,67.801384,Oregon
AZ64856,Oregon,F,High School or Below,5048.051359,34452.0,126.0,0,Personal Auto,SUV,604.8,California
IC12985,Oregon,M,Bachelor,4579.605586,40160.0,118.0,1,Personal Auto,Four-Door Car,566.4,Arizona
KH81863,Oregon,F,College,4605.036646,22571.0,63.0,0,Corporate Auto,Four-Door Car,302.4,Oregon
EE49066,Oregon,F,High School or Below,4969.529102,62365.0,62.0,0,Corporate Auto,Four-Door Car,297.6,Oregon
IZ37104,Oregon,M,Doctor,2267.604038,0.0,61.0,0,Personal Auto,Four-Door Car,292.8,California
BA66627,Oregon,F,Bachelor,36229.40842,22220.0,105.0,0,Personal Auto,Sports Car,22.45383,Nevada
XZ54522,Oregon,F,Bachelor,8810.89555,76266.0,110.0,1,Personal Auto,Two-Door Car,155.708627,Nevada
VE46465,Oregon,M,Master,4656.488488,0.0,128.0,1,Personal Auto,Sports Car,1548.310532,Oregon
LD71221,Oregon,F,Bachelor,4318.088108,0.0,68.0,3,Personal Auto,Two-Door Car,230.109964,Oregon
YB66933,Oregon,F,Bachelor,5382.752045,77552.0,68.0,1,Corporate Auto,Four-Door Car,45.215059,Washington
EQ15944,Oregon,F,Doctor,2953.617963,76474.0,74.0,2,Personal Auto,Four-Door Car,355.2,Oregon
CR92272,Oregon,F,Doctor,8051.56643,57664.0,100.0,0,Personal Auto,SUV,344.92729,Arizona
JJ94311,Oregon,M,Bachelor,6627.148927,82377.0,83.0,0,Personal Auto,Four-Door Car,498.335261,Oregon
EO42272,Oregon,F,Bachelor,10148.41973,44856.0,66.0,1,Corporate Auto,Four-Door Car,316.8,California
LA34671,Oregon,M,College,7628.749434,0.0,77.0,0,Personal Auto,Four-Door Car,369.6,Arizona
ZF73834,Oregon,F,Bachelor,2582.408525,76731.0,64.0,0,Personal Auto,Four-Door Car,201.455005,California
UM14135,Oregon,F,Bachelor,3265.156348,25820.0,82.0,0,Personal Auto,Four-Door Car,393.6,Nevada
YA14448,Oregon,F,College,5996.065073,0.0,83.0,0,Personal Auto,Four-Door Car,398.4,Arizona
QL10321,Oregon,F,Doctor,5768.830622,92509.0,71.0,0,Personal Auto,Four-Door Car,109.296118,California
ZL17677,Oregon,F,Master,21480.81781,15505.0,68.0,0,Personal Auto,Two-Door Car,383.890867,Washington
WE57129,Oregon,M,Master,2891.717971,21979.0,73.0,0,Personal Auto,Two-Door Car,518.686584,Washington
SO57563,Oregon,M,College,7381.914168,54878.0,96.0,3,Personal Auto,Four-Door Car,204.953947,Arizona
SO38188,Oregon,M,Bachelor,5308.617246,40178.0,136.0,0,Special Auto,SUV,652.8,Oregon
YD65161,Oregon,F,Bachelor,2912.59798,65436.0,73.0,0,Personal Auto,Four-Door Car,40.752864,California
QH12810,Oregon,F,Bachelor,11814.47532,0.0,106.0,0,Personal Auto,SUV,763.2,Oregon
OU81877,Oregon,M,High School or Below,4726.963307,0.0,64.0,0,Personal Auto,Four-Door Car,307.2,Oregon
CN49086,Oregon,M,Doctor,5073.282126,57709.0,125.0,0,Corporate Auto,SUV,600.0,California
BD53342,Oregon,F,College,3096.511217,21604.0,79.0,0,Personal Auto,Four-Door Car,379.2,Washington
FI75266,Oregon,M,Bachelor,7891.584409,28422.0,68.0,1,Corporate Auto,Four-Door Car,453.909559,Oregon
GH86762,Oregon,F,Bachelor,19454.40847,59853.0,124.0,0,Special Auto,SUV,570.847354,California
HP55853,Oregon,M,College,22332.43946,49078.0,97.0,0,Corporate Auto,Four-Door Car,484.013411,California
WB43408,Oregon,F,College,4598.235733,51523.0,116.0,0,Personal Auto,SUV,738.840818,Oregon
MF41879,Oregon,M,Doctor,8215.388242,0.0,110.0,0,Personal Auto,SUV,601.021286,Oregon
YU21725,Oregon,F,High School or Below,4903.152748,0.0,66.0,1,Corporate Auto,Four-Door Car,475.2,Washington
AY98473,Oregon,F,College,24186.88247,32989.0,102.0,0,Personal Auto,SUV,489.6,Arizona
TX34322,Oregon,M,College,2419.306466,0.0,70.0,1,Personal Auto,Two-Door Car,336.0,Oregon
AK61491,Oregon,M,Doctor,2491.317024,36631.0,62.0,0,Personal Auto,Four-Door Car,67.530904,Oregon
XC32316,Oregon,M,High School or Below,9657.579498,0.0,131.0,0,Corporate Auto,SUV,628.8,Arizona
WN59735,Oregon,F,College,2621.116054,26477.0,66.0,0,Personal Auto,Four-Door Car,144.987956,California
WW99844,Oregon,F,High School or Below,4944.088762,53607.0,61.0,0,Personal Auto,Four-Door Car,93.891207,Oregon
YG38576,Oregon,M,College,5206.761563,21594.0,71.0,3,Personal Auto,Four-Door Car,340.8,Arizona
AT62618,Oregon,F,Bachelor,6109.135438,0.0,85.0,0,Personal Auto,Four-Door Car,612.0,Oregon
EE48429,Oregon,F,High School or Below,2601.468833,80584.0,65.0,0,Personal Auto,Two-Door Car,312.0,Nevada
SX95355,Oregon,F,Bachelor,5849.486464,67511.0,73.0,0,Personal Auto,Four-Door Car,350.4,Oregon
IU54219,Oregon,F,Master,16301.9676,19614.0,85.0,0,Special Auto,Two-Door Car,574.024018,Oregon
WX65636,Oregon,F,Bachelor,26462.75908,0.0,82.0,2,Corporate Auto,Four-Door Car,511.320391,Arizona
ZE71012,Oregon,M,Bachelor,26199.52707,20346.0,74.0,0,Corporate Auto,Two-Door Car,358.643521,Nevada
PU36617,Oregon,M,College,6470.535463,48638.0,82.0,0,Personal Auto,Four-Door Car,183.104441,Arizona
PA18731,Oregon,F,College,9501.005425,46855.0,119.0,0,Personal Auto,SUV,472.391125,Oregon
IC51895,Oregon,F,College,10970.13221,38873.0,92.0,0,Personal Auto,Two-Door Car,599.811172,Arizona
FU43761,Oregon,F,Doctor,2435.619979,25703.0,62.0,0,Personal Auto,Four-Door Car,297.6,Nevada
BG51419,Oregon,M,College,4362.931238,58842.0,110.0,0,Corporate Auto,Four-Door Car,528.0,Washington
VY96711,Oregon,F,Master,19231.77266,99772.0,158.0,0,Corporate Auto,SUV,51.902587,California
KT97561,Oregon,M,High School or Below,8382.630118,19683.0,117.0,1,Personal Auto,Sports Car,561.6,Arizona
BW80872,Oregon,M,High School or Below,4434.411172,34549.0,111.0,0,Personal Auto,Four-Door Car,125.933005,Washington
TZ81094,Oregon,F,High School or Below,2372.155492,19030.0,62.0,0,Corporate Auto,Two-Door Car,355.820799,Nevada
XA27536,Oregon,M,College,3611.183505,63329.0,92.0,0,Personal Auto,Four-Door Car,441.6,Washington
LR61007,Oregon,M,High School or Below,3034.797717,79253.0,76.0,0,Corporate Auto,Two-Door Car,254.984946,Arizona
WH20102,Oregon,M,College,9095.049868,37937.0,116.0,0,Personal Auto,SUV,556.8,California
FG60807,Oregon,F,High School or Below,4884.15708,21766.0,62.0,0,Corporate Auto,Four-Door Car,179.14181,Oregon
TV77808,Oregon,M,High School or Below,5681.307056,67132.0,71.0,0,Corporate Auto,Four-Door Car,466.371705,Arizona
LA66902,Oregon,M,College,2458.562965,0.0,71.0,1,Personal Auto,Two-Door Car,511.2,Arizona
PA38372,Oregon,F,High School or Below,9357.737821,33060.0,117.0,0,Personal Auto,Four-Door Car,56.731578,Washington
NX11526,Oregon,M,Bachelor,2759.978287,92296.0,69.0,0,Corporate Auto,Two-Door Car,331.2,Arizona
HU72679,Oregon,M,Doctor,9635.58373,90334.0,119.0,0,Corporate Auto,SUV,423.785148,Oregon
HC60268,Oregon,M,College,8346.019875,40105.0,104.0,0,Personal Auto,Four-Door Car,878.413622,Oregon
SO18542,Oregon,F,Bachelor,8370.56545,33409.0,105.0,0,Personal Auto,SUV,553.553427,Oregon
SM54018,Oregon,F,College,12689.42804,0.0,117.0,1,Personal Auto,Two-Door Car,1163.669865,California
CN22369,Oregon,M,Bachelor,2538.62632,18608.0,71.0,0,Special Auto,Four-Door Car,340.8,California
WY17333,Oregon,M,High School or Below,4732.219556,55385.0,61.0,0,Personal Auto,Four-Door Car,292.8,California
LP76290,Oregon,M,Master,8246.830811,62588.0,104.0,0,Special Auto,Four-Door Car,499.2,Oregon
UF93434,Oregon,F,College,2548.393565,22050.0,66.0,0,Personal Auto,Four-Door Car,316.8,Oregon
VW70435,Oregon,M,Bachelor,4929.549699,25632.0,63.0,0,Personal Auto,Two-Door Car,351.270869,Oregon
AV96010,Oregon,M,College,3289.120863,40097.0,92.0,4,Personal Auto,Two-Door Car,227.221652,Oregon
DX70966,Oregon,F,College,2771.045031,50071.0,71.0,0,Personal Auto,Two-Door Car,18.918935,Nevada
VW65429,Oregon,M,High School or Below,6899.709949,37308.0,86.0,0,Personal Auto,Four-Door Car,301.011106,Arizona
LY17372,Oregon,M,College,5112.306584,44743.0,137.0,4,Personal Auto,SUV,741.300032,Arizona
BE61743,Oregon,M,Bachelor,4109.793608,86657.0,103.0,0,Personal Auto,Sports Car,316.227946,Washington
GP56044,Oregon,M,High School or Below,27440.61101,84306.0,137.0,0,Personal Auto,SUV,863.413385,Washington
EA63660,Oregon,F,College,20957.60504,0.0,118.0,0,Personal Auto,SUV,566.4,California
DP50640,Oregon,M,Bachelor,2548.842787,47346.0,65.0,0,Personal Auto,Four-Door Car,312.0,California
MM45897,Oregon,M,Bachelor,2714.654446,88545.0,68.0,0,Personal Auto,Four-Door Car,374.108319,Nevada
OZ86942,Oregon,F,Bachelor,5790.462518,52443.0,73.0,1,Corporate Auto,Four-Door Car,350.4,California
WI65397,Oregon,F,Bachelor,7627.31479,36084.0,99.0,1,Corporate Auto,Two-Door Car,152.779038,Oregon
OQ69520,Oregon,F,Master,7903.993374,35406.0,69.0,4,Corporate Auto,Four-Door Car,67.504452,Arizona
QK12068,Oregon,F,High School or Below,5293.717318,0.0,74.0,0,Personal Auto,Four-Door Car,712.126586,Oregon
KF98735,Oregon,M,Bachelor,3673.990748,41185.0,99.0,4,Special Auto,Four-Door Car,363.613596,California
BH28530,Oregon,M,High School or Below,21592.10096,51204.0,181.0,0,Personal Auto,Sports Car,929.554445,California
DW62043,Oregon,F,College,2452.059049,30216.0,63.0,0,Corporate Auto,Four-Door Car,302.4,Oregon
AF41118,Oregon,M,College,7255.714453,10710.0,94.0,0,Personal Auto,Two-Door Car,451.2,California
KI82366,Oregon,M,College,7412.962014,0.0,112.0,0,Personal Auto,Four-Door Car,806.4,Arizona
GF97506,Oregon,M,High School or Below,9048.983447,0.0,119.0,0,Personal Auto,Sports Car,571.2,Nevada
UQ62739,Oregon,M,College,4270.034394,0.0,122.0,0,Corporate Auto,SUV,725.870693,Oregon
WY58555,Oregon,M,Bachelor,4929.549699,25632.0,63.0,0,Personal Auto,Two-Door Car,351.270869,Oregon
PU11172,Oregon,F,High School or Below,3539.97159,0.0,99.0,0,Personal Auto,Four-Door Car,1158.858027,Oregon
DN30013,Oregon,F,College,5568.889245,53295.0,70.0,0,Personal Auto,Four-Door Car,250.423844,Oregon
ZI60303,Oregon,M,High School or Below,9817.026936,0.0,139.0,0,Personal Auto,Sports Car,1000.8,Oregon
MR56401,Oregon,F,College,2542.845763,37072.0,64.0,0,Personal Auto,Four-Door Car,307.2,Oregon
FM14335,Oregon,F,College,10484.91535,61108.0,89.0,0,Personal Auto,Four-Door Car,49.451117,Washington
FK54851,Oregon,M,High School or Below,6310.400194,79880.0,79.0,1,Personal Auto,Two-Door Car,568.8,California
YF38355,Oregon,M,Master,8106.221539,81580.0,101.0,0,Personal Auto,SUV,633.439417,Washington
TN39471,Oregon,F,High School or Below,3398.007367,0.0,92.0,0,Personal Auto,Two-Door Car,611.844584,Arizona
MT53449,Oregon,F,Master,16301.9676,19614.0,85.0,0,Personal Auto,Two-Door Car,574.024018,Arizona
DV22542,Oregon,M,High School or Below,2722.408776,58620.0,68.0,0,Personal Auto,Two-Door Car,292.135884,California
TO82744,Oregon,F,High School or Below,15789.65496,0.0,212.0,0,Personal Auto,Luxury SUV,1526.4,California
OG17756,Oregon,F,College,4904.894731,12902.0,139.0,0,Personal Auto,Sports Car,667.2,Arizona
DO51363,Oregon,F,Bachelor,3785.754787,26318.0,96.0,0,Personal Auto,Two-Door Car,679.392372,Oregon
BJ26599,Oregon,M,Bachelor,4200.818894,20263.0,63.0,0,Personal Auto,Four-Door Car,373.454457,Oregon
LX24476,Oregon,F,Bachelor,3619.060986,0.0,98.0,0,Personal Auto,Four-Door Car,310.842085,Oregon
IO63361,Oregon,M,College,4880.713626,52819.0,124.0,0,Personal Auto,SUV,282.500791,Arizona
SD30853,Oregon,F,College,12687.15484,63918.0,64.0,0,Personal Auto,Four-Door Car,307.2,Oregon
OJ41819,Oregon,F,College,4848.90183,0.0,66.0,0,Personal Auto,Four-Door Car,316.8,Oregon
MO63575,Oregon,F,Bachelor,4334.064096,23904.0,123.0,3,Corporate Auto,SUV,590.4,Oregon
BV16459,Oregon,M,College,6677.418103,0.0,97.0,1,Personal Auto,Two-Door Car,251.63901,Oregon
YV93784,Oregon,F,Master,8973.110905,69736.0,111.0,0,Personal Auto,SUV,424.424732,Arizona
UF32055,Oregon,M,Bachelor,7109.296548,69700.0,181.0,0,Personal Auto,SUV,645.921338,California
UQ16798,Oregon,F,College,10208.92761,35482.0,129.0,0,Personal Auto,SUV,619.2,Arizona
LS59637,Oregon,F,College,2719.506996,14030.0,72.0,0,Corporate Auto,Two-Door Car,345.6,Arizona
TX35617,Oregon,F,Bachelor,4465.604359,50909.0,112.0,0,Personal Auto,SUV,339.048157,California
EX89625,Oregon,F,Bachelor,5593.434009,96406.0,69.0,0,Personal Auto,Two-Door Car,331.2,Arizona
FD11364,Oregon,F,Bachelor,6768.997027,77001.0,85.0,0,Special Auto,Four-Door Car,408.0,Oregon
FA90076,Oregon,F,Bachelor,2454.589361,0.0,72.0,0,Personal Auto,Two-Door Car,518.4,Oregon
BG96711,Oregon,M,Bachelor,2576.380679,24732.0,67.0,0,Corporate Auto,Four-Door Car,321.6,California
PW31239,Oregon,F,College,4282.947971,40864.0,109.0,1,Personal Auto,SUV,166.937747,Oregon
MD95935,Oregon,F,Bachelor,5845.426201,43145.0,73.0,0,Corporate Auto,Two-Door Car,516.421124,California
UL10037,Oregon,F,College,10484.91535,61108.0,89.0,0,Corporate Auto,Four-Door Car,49.451117,Oregon
RE67051,Oregon,M,Bachelor,5509.377781,34236.0,70.0,0,Corporate Auto,Four-Door Car,336.0,California
SB44315,Oregon,M,College,3011.344686,39010.0,78.0,2,Personal Auto,Four-Door Car,374.4,Arizona
OX21474,Oregon,M,High School or Below,2698.355517,88867.0,69.0,1,Personal Auto,Four-Door Car,331.2,California
HN60464,Oregon,M,Bachelor,6105.801637,0.0,84.0,0,Personal Auto,Four-Door Car,395.740207,California
TJ51874,Oregon,M,High School or Below,8558.038795,13908.0,116.0,2,Corporate Auto,SUV,804.130779,Washington
PB63095,Oregon,M,High School or Below,5568.947534,0.0,79.0,1,Personal Auto,Two-Door Car,407.440238,Washington
VR81851,Oregon,F,College,11042.29006,0.0,64.0,0,Personal Auto,Four-Door Car,415.803174,Oregon
DP13082,Oregon,M,Bachelor,23594.6802,76358.0,66.0,0,Personal Auto,Four-Door Car,86.461582,California
LP34743,Oregon,F,Bachelor,4726.869327,13037.0,124.0,0,Personal Auto,SUV,839.348464,Oregon
GO75708,Oregon,F,Master,6054.488387,17200.0,83.0,4,Personal Auto,Four-Door Car,48.780064,Arizona
UD99460,Oregon,M,Bachelor,9654.523307,67772.0,82.0,0,Personal Auto,Four-Door Car,502.580472,Washington
MJ77630,Oregon,M,High School or Below,47155.62558,39891.0,133.0,0,Personal Auto,SUV,630.888663,Oregon
OO49507,Oregon,F,Doctor,4530.385427,52957.0,112.0,0,Personal Auto,Sports Car,425.423198,Washington
GB12561,Oregon,F,College,7276.340609,0.0,108.0,2,Corporate Auto,Sports Car,777.6,Oregon
PW69692,Oregon,F,College,3861.486269,93272.0,95.0,0,Personal Auto,Four-Door Car,281.110788,Oregon
SM36624,Oregon,M,High School or Below,7054.776317,0.0,207.0,0,Personal Auto,Luxury SUV,1490.4,Arizona
DA61021,Oregon,M,Master,15167.04402,40467.0,197.0,3,Personal Auto,Luxury SUV,518.78464,California
KJ72146,Oregon,M,Bachelor,7126.471703,30895.0,62.0,0,Personal Auto,Four-Door Car,297.6,Oregon
XJ61632,Oregon,M,Bachelor,2034.993043,0.0,62.0,2,Personal Auto,Four-Door Car,446.4,Oregon
CO23919,Oregon,F,Bachelor,30718.8124,90607.0,109.0,0,Special Auto,SUV,243.467617,Oregon
PV24005,Oregon,M,High School or Below,4221.312544,0.0,62.0,0,Personal Auto,Four-Door Car,614.081483,Oregon
YD22081,Oregon,F,College,9701.027271,45668.0,80.0,0,Personal Auto,Four-Door Car,344.767795,Arizona
SG51259,Oregon,F,High School or Below,4502.867562,0.0,129.0,0,Personal Auto,SUV,1486.410662,California
OK31456,Oregon,F,Bachelor,11009.13049,51643.0,283.0,0,Corporate Auto,Luxury Car,1358.4,California
UN38117,Oregon,F,College,2713.560376,0.0,74.0,0,Personal Auto,Four-Door Car,299.635989,California
TN17395,Oregon,M,College,22103.5072,0.0,102.0,0,Personal Auto,SUV,489.6,California
UO49439,Oregon,M,College,5633.531703,90289.0,71.0,1,Personal Auto,Four-Door Car,22.193348,Oregon
JK13254,Oregon,M,Bachelor,4237.370769,29465.0,118.0,1,Personal Auto,SUV,566.4,Oregon
BL29240,Oregon,M,Bachelor,2858.287371,81893.0,73.0,3,Corporate Auto,Four-Door Car,151.381353,Oregon
IP81759,Oregon,M,High School or Below,9366.816281,60613.0,240.0,0,Personal Auto,Luxury Car,1152.0,Nevada
DY18947,Oregon,F,High School or Below,9152.489511,60423.0,114.0,0,Personal Auto,Four-Door Car,137.611531,Arizona
PY98041,Oregon,M,Bachelor,5406.876611,27166.0,71.0,0,Personal Auto,Four-Door Car,340.8,Oregon
GP99578,Oregon,F,High School or Below,7086.176012,0.0,196.0,0,Personal Auto,Luxury SUV,1644.690622,Nevada
QB15706,Oregon,F,College,17288.55405,0.0,158.0,0,Special Auto,SUV,758.4,Washington
PY42157,Oregon,F,High School or Below,2472.253893,62006.0,61.0,0,Personal Auto,Four-Door Car,292.8,Washington
FM38725,Oregon,F,High School or Below,2432.169223,0.0,69.0,0,Personal Auto,Four-Door Car,764.201478,Oregon
QX84402,Oregon,F,College,25464.82059,13663.0,97.0,0,Corporate Auto,Four-Door Car,465.6,California
DH95491,Oregon,M,High School or Below,2229.361773,0.0,61.0,0,Personal Auto,Four-Door Car,292.8,California
JH36501,Oregon,M,Doctor,2507.884662,97673.0,63.0,0,Personal Auto,Four-Door Car,178.762806,Arizona
DG46291,Oregon,F,High School or Below,9500.08167,96276.0,117.0,0,Personal Auto,Four-Door Car,553.50361,Nevada
LY14355,Oregon,F,High School or Below,2935.988346,73847.0,73.0,1,Personal Auto,Two-Door Car,350.4,Washington
AU94279,Oregon,M,High School or Below,5493.02213,24976.0,72.0,1,Personal Auto,Two-Door Car,566.199335,California
AG62140,Oregon,F,College,5386.325174,33716.0,68.0,1,Personal Auto,Four-Door Car,349.431986,California
YK66939,Oregon,F,College,4384.854616,23480.0,117.0,0,Personal Auto,SUV,842.4,Arizona
BA75404,Oregon,F,Doctor,5789.8509,77221.0,71.0,0,Personal Auto,Four-Door Car,259.591385,Oregon
ZG10765,Oregon,F,Bachelor,5678.050167,0.0,76.0,0,Personal Auto,Four-Door Car,364.8,Nevada
TA22923,Oregon,M,Master,4944.240345,40463.0,61.0,0,Personal Auto,Four-Door Car,292.8,Arizona
OM55336,Oregon,M,College,7507.455372,60920.0,64.0,0,Personal Auto,Two-Door Car,231.201886,Nevada
MB60322,Oregon,F,Doctor,5332.462694,68931.0,66.0,0,Special Auto,Four-Door Car,309.577946,Arizona
FS97588,Oregon,F,Bachelor,5475.337618,88251.0,68.0,0,Personal Auto,Four-Door Car,267.214383,Oregon
OX73233,Oregon,F,College,2274.647023,0.0,65.0,0,Corporate Auto,Two-Door Car,468.0,Oregon
KR25511,Oregon,M,High School or Below,6005.214792,26876.0,76.0,0,Corporate Auto,Four-Door Car,364.8,Washington
PE39479,Oregon,M,College,18321.41903,88592.0,76.0,0,Corporate Auto,Four-Door Car,199.79727,Washington
AO46433,Oregon,F,Bachelor,8078.53085,0.0,114.0,1,Personal Auto,Four-Door Car,547.2,California
CD71502,Oregon,M,High School or Below,3664.22055,0.0,103.0,0,Personal Auto,SUV,642.773149,Arizona
ZS94723,Oregon,F,High School or Below,2960.029328,0.0,82.0,0,Personal Auto,Four-Door Car,590.4,Arizona
EV32492,Oregon,M,Bachelor,2496.167004,49136.0,64.0,0,Personal Auto,Four-Door Car,307.2,Arizona
IW27109,Oregon,M,College,4650.68277,0.0,68.0,0,Personal Auto,Two-Door Car,722.877299,Oregon
XX37955,Oregon,M,College,14002.37819,67627.0,117.0,0,Corporate Auto,SUV,561.6,Nevada
MO68226,Oregon,F,College,7462.926263,70263.0,93.0,0,Personal Auto,Two-Door Car,7.345946,California
HY86417,Oregon,F,College,3653.703458,74126.0,90.0,0,Corporate Auto,Two-Door Car,478.751065,Arizona
WI14444,Oregon,F,High School or Below,5638.543833,74286.0,70.0,0,Personal Auto,Two-Door Car,277.585067,California
XC72555,Oregon,F,High School or Below,4475.05212,97949.0,112.0,3,Personal Auto,SUV,324.812083,Oregon
SZ37147,Oregon,M,Bachelor,2719.853023,41005.0,70.0,0,Personal Auto,Four-Door Car,336.0,California
HF44881,Oregon,M,High School or Below,4542.405346,29875.0,119.0,1,Corporate Auto,Sports Car,571.2,Arizona
GA98025,Oregon,M,Bachelor,12875.59874,26121.0,119.0,0,Personal Auto,SUV,754.115474,Arizona
LO57874,Oregon,M,Bachelor,2300.691547,25905.0,63.0,0,Corporate Auto,Four-Door Car,302.4,Oregon
VJ83206,Oregon,M,College,8364.559003,72117.0,70.0,0,Personal Auto,Four-Door Car,106.737787,California
CV35709,Oregon,F,High School or Below,14024.35839,81872.0,115.0,0,Corporate Auto,Four-Door Car,256.43803,Oregon
VX67206,Oregon,F,Bachelor,27789.69235,33806.0,89.0,0,Corporate Auto,Four-Door Car,395.729716,Oregon
WY38315,Oregon,M,College,3588.926491,0.0,106.0,0,Personal Auto,SUV,763.2,California
AY52869,Oregon,M,College,4386.277558,10621.0,67.0,0,Personal Auto,Four-Door Car,321.6,California
PT29055,Oregon,F,Bachelor,6647.846187,0.0,65.0,0,Personal Auto,Four-Door Car,312.0,Oregon
HF62608,Oregon,F,College,6753.428413,44213.0,85.0,0,Personal Auto,Four-Door Car,77.523904,Oregon
PJ54354,Oregon,M,Bachelor,4762.823136,0.0,65.0,0,Personal Auto,Four-Door Car,366.212945,California
VW13019,Oregon,F,College,4904.894731,12902.0,139.0,0,Corporate Auto,Sports Car,667.2,Nevada
PY80506,Oregon,M,High School or Below,4764.861739,78757.0,119.0,3,Personal Auto,Sports Car,383.797363,Oregon
CF46699,Oregon,M,Bachelor,3567.503755,0.0,102.0,0,Personal Auto,SUV,660.430456,Oregon
SF15712,Oregon,M,High School or Below,3903.802262,51833.0,99.0,0,Personal Auto,Four-Door Car,190.509609,Oregon
MX69639,Oregon,F,High School or Below,10442.43404,30786.0,90.0,0,Personal Auto,Four-Door Car,28.649762,California
EZ41764,Oregon,M,Bachelor,2498.963061,76792.0,62.0,0,Personal Auto,Four-Door Car,297.6,California
BD58297,Oregon,F,Bachelor,2862.563059,76356.0,71.0,2,Personal Auto,Two-Door Car,340.8,California
FM55990,Oregon,M,College,5989.773931,66839.0,154.0,0,Personal Auto,Sports Car,739.2,California
LZ89104,Oregon,M,High School or Below,7143.035873,59789.0,90.0,0,Personal Auto,Four-Door Car,527.539078,Oregon
CI38330,Oregon,M,Bachelor,2549.786069,72217.0,64.0,0,Personal Auto,Four-Door Car,91.146661,Washington
